paper_id,filename,authors
692699,./Information_Retrieval/Retrieval/ftp:##ftp.cs.uu.nl#pub#RUU#CS#techreps#CS-1994#1994-15.ps.gz,
29470,./Information_Retrieval/Retrieval/http:##www.cs.gatech.edu#computing#Database#students#jeong#papers#IEEE95.ps.gz,
1134753,./Databases/Object_Oriented/http:##www.cs.wisc.edu#~fischer#ftp#pub#tech-reports#ncstrl.uwmadison#CS-TR-95-1269#CS-TR-95-1269.ps.Z,
1135102,./Information_Retrieval/Retrieval/ftp:##ftp.icsi.berkeley.edu#pub#techreports#1997#tr-97-012.ps.gz,
18452,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#hicss.ps.gz,
129558,./Artificial_Intelligence/Machine_Learning/Case-Based/http:##www.cc.gatech.edu#faculty#ashwin#papers#er-91-02.ps.Z,
23449,./Information_Retrieval/Retrieval/http:##websom.hut.fi#websom#doc#wcnn96o.ps.gz,
282,./Information_Retrieval/Retrieval/http:##www.cs.ucsd.edu#~rik#papers#dair94#inc.ps,
3286,./Information_Retrieval/Retrieval/ftp:##ftp.db.toronto.edu#pub#papers#jodl97.ps.Z,
3516,./Information_Retrieval/Retrieval/http:##www-db.stanford.edu#pub#sift#sift.ps,
19913,./Information_Retrieval/Retrieval/http:##www.cs.unc.edu#~barman#HT96#P41#paper.ps.gz,
4518,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#callancroftipm94.ps.gz,
6840,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#callancroftdexa92.ps.gz,
9086,./Information_Retrieval/Filtering/http:##www-ai.cs.uni-dortmund.de#DOKUMENTE#Joachims_97a.ps.gz,
1109485,./Information_Retrieval/Retrieval/http:##www.research.att.com#~lewis#papers#lewis96e.ps,
16217,./Information_Retrieval/Extraction/http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#dayne#www#ps#gi-ie.ps.Z,
11036,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#callancroftsigir93.ps.gz,
16917,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#UM-CS-1993-036.ps,
12956,./Information_Retrieval/Retrieval/http:##www.cs.cmu.edu#afs#cs.cmu.edu#user#mnr#www#papers#categ.ps,
24023,./Information_Retrieval/Retrieval/http:##www.ri.cmu.edu#afs#cs.cmu.edu#project#link#www#papers#ps#segment.ps,
24046,./Information_Retrieval/Retrieval/http:##www-cgi.cs.cmu.edu#afs#cs#user#alex#docs#idvl#cmu-cs-98-109.fmk.ps,
20373,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#relfeed.ps.gz,
20373,ftp:##ftp.cs.arizona.edu#reports#1993#TR93-34.ps.Z,
34897,./Information_Retrieval/Retrieval/http:##corp.excite.com#people#cutting#papers#sigir92.ps,
39450,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#ir-98.ps.gz,
40735,./Information_Retrieval/Retrieval/http:##www.cs.berkeley.edu#~christos#ir.ps,
19896,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#callan794.ps.gz,
47400,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-95.ps.gz,
88348,./Information_Retrieval/Filtering/http:##www.research.att.com#~lewis#papers#lewis98b.ps,
100336,./Information_Retrieval/Retrieval/http:##s2k-ftp.cs.berkeley.edu:8000#sequoia#tech-reports#s2k-93-24#s2k-93-24.ps.Z,
1106310,./Information_Retrieval/Filtering/http:##ciir.cs.umass.edu#info#psfiles#irpubs#callansigir95.ps.gz,
101929,./Artificial_Intelligence/NLP/http:##s2k-ftp.cs.berkeley.edu:8000#sequoia#tech-reports#s2k-92-9#s2k-92-09.ps.Z,
844031,./Information_Retrieval/Retrieval/ftp:##scr.siemens.com#pub#learning#Papers#towell#ml95.ps.gz,
103548,./Information_Retrieval/Retrieval/http:##cbr-www.cs.umass.edu#~daniels#Papers#cb-24.ps,
103551,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#cb-20.ps,
18447,./Information_Retrieval/Retrieval/http:##www.cs.cornell.edu#Info#People#singhal#papers#trec3.ps,
104438,./Information_Retrieval/Retrieval/http:##www.research.att.com#~lewis#papers#lewis90e.ps,
106531,./Information_Retrieval/Retrieval/ftp:##ftp.cs.kun.nl#pub#SoftwEng.InfSyst#articles#RetLogic2.ps.Z,
107173,./Information_Retrieval/Retrieval/http:##www.ri.cmu.edu#afs#cs.cmu.edu#project#reinforcement#papers#boyan.laser.ps,
107176,./Information_Retrieval/Retrieval/http:##www.research.att.com#~wcohen#postscript#agents-98.ps,
310839,./Information_Retrieval/Retrieval/http:##www.isi.edu#sims#papers#95-agents-book.ps,
116228,./Information_Retrieval/Retrieval/ftp:##ftp.cc.gatech.edu#pub#gvu#tr#1995#95-24.ps.Z,
117391,./Information_Retrieval/Retrieval/http:##www.cl.cam.ac.uk:80#ftp#papers#reports#TR347-ksj-reflections-on-trec.ps.gz,
125090,./Information_Retrieval/Retrieval/http:##www.ai.mit.edu#people#hofmann#AIM-1625.ps,
4524,./Information_Retrieval/Retrieval/http:##www-db.stanford.edu#pub#gravano#1993#stan.cs.tn.93.002.ps,
150822,./Encryption_and_Compression/Encryption/ftp:##theory.lcs.mit.edu#pub#tcryptol#96-06.ps,
154751,./Information_Retrieval/Retrieval/ftp:##ftp.csd.uwo.ca#pub#thesis#Blustein.MSc.Thesis.ps.Z,
181485,./Information_Retrieval/Retrieval/http:##hobart.cs.umass.edu#~allan#Papers#hypertext96.ps,
190298,./Information_Retrieval/Retrieval/http:##www-poleia.lip6.fr#~moulinie#sdair.ps.gz,
4153,./Information_Retrieval/Retrieval/http:##superbook.bellcore.com#~std#papers#BRMIC91.ps,
24033,./Information_Retrieval/Retrieval/http:##s2k-ftp.cs.berkeley.edu:8000#sequoia#tech-reports#s2k-93-26#s2k-93-26.ps.Z,
134919,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#vldb94.ps.gz,
132729,./Information_Retrieval/Retrieval/http:##www.cs.duke.edu#~mlittman#docs#trec97-clsi.ps,
240829,./Information_Retrieval/Retrieval/http:##www.cs.umd.edu#projects#hcil#Research#1995#vhp#graphbrowse.ps,
32721,./Information_Retrieval/Retrieval/http:##www-db.stanford.edu#pub#tomasic#1993#sigmod.93.ps,
311332,./Information_Retrieval/Filtering/http:##robotics.stanford.edu#users#sahami#papers-dir#gm-clustering.ps,
181511,./Information_Retrieval/Retrieval/http:##s2k-ftp.cs.berkeley.edu:8000#sequoia#tech-reports#s2k-93-22#s2k-93-22.ps.Z,
659334,./Information_Retrieval/Retrieval/http:##www.cs.cornell.edu#home#kleinber#stoc97-nn.ps,
262331,./Information_Retrieval/Extraction/http:##www.cs.utah.edu#~riloff#psfiles#sigir95.ps,
577505,./Information_Retrieval/Retrieval/http:##www.ccs.neu.edu#home#natasha#Thesis.ps.Z,
325457,./Information_Retrieval/Retrieval/ftp:##ftp.cs.umd.edu#pub#papers#papers#3514#3514.ps.Z,
325457,http:##www-cse.ucsd.edu#users#gary#pubs#clouse_cogsci96.ps,
693417,./Information_Retrieval/Retrieval/ftp:##ftp.cs.uu.nl#pub#RUU#CS#techreps#CS-1995#1995-09.ps.gz,
362910,./Operating_Systems/Distributed/ftp:##ftp.cs.wpi.edu#pub#techreports#96-3.ps.gz,
262323,./Artificial_Intelligence/Data_Mining/http:##www.cs.helsinki.fi#~oheinone#publications#Mining_in_the_Phrasal_Frontier_PKDD.ps.gz,
23433,./Information_Retrieval/Retrieval/http:##websom.hut.fi#websom#doc#websom.ps.gz,
163698,./Information_Retrieval/Retrieval/http:##www.cs.jhu.edu#~yarowsky#pubs#walkerbook.ps,
9075,./Information_Retrieval/Retrieval/http:##www.cs.uchicago.edu#publications#tech-reports#TR-97-05.ps,
272344,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#cb-28.ps.gz,
16220,./Information_Retrieval/Retrieval/http:##www.research.att.com#~lewis#papers#lewis91f.ps,
290565,./Information_Retrieval/Retrieval/http:##www.research.att.com#~wcohen#postscript#sigmod-98.ps,
797120,./Information_Retrieval/Retrieval/http:##www.cs.cornell.edu#Info#People#singhal#papers#dual-use.ps,
1102546,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-124.ps,
1103030,./Information_Retrieval/Retrieval/http:##www.cs.umass.edu#~papka#ir128.ps.gz,
1103045,./Artificial_Intelligence/Speech/http:##www.cs.cmu.edu#afs#cs#user#alex#docs#idvl#bntuw98#sdr#bnslt98f.ps,
5045,./Information_Retrieval/Filtering/http:##www.research.att.com#~lewis#papers#lewis94c.ps,
1103282,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-130.ps,
1152123,./Databases/Query_Evaluation/http:##www-ccs.cs.umass.edu#~kamath#UM-CS-1996-020.ps,
312711,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-136.ps,
1104003,./Information_Retrieval/Retrieval/ftp:##parcftp.parc.xerox.com#pub#qca#papers#sdair95.senseir.ps.Z,
1152163,./Information_Retrieval/Retrieval/ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-321.ps.Z,
1104354,./Information_Retrieval/Retrieval/http:##ai.iit.nrc.ca#DEIL#martin.ps.Z,
1104354,ftp:##ftp.cs.umd.edu#pub#hcil#Reports-Abstracts-Bibliography#postcript#96-01.ps,
132724,./Information_Retrieval/Retrieval/http:##www.cs.cmu.edu#afs#cs#user#yiming#www#courses#bibliography#papers#ijcai97-6.ps,
1104914,./Information_Retrieval/Retrieval/http:##www.cs.rice.edu#~andras#ECAI#grefen.ps,
1105286,./Information_Retrieval/Retrieval/http:##www.cs.mu.oz.au#tr_db#mu_93_28.ps.gz,
1105510,./Information_Retrieval/Retrieval/http:##www.cms.dmu.ac.uk#Research#CSTR#1996#cstr96-5.ps.gz,
1105526,./Information_Retrieval/Retrieval/http:##simon.cs.cornell.edu#Info#Faculty#bsmith#query-by-humming.ps.Z,
208320,./Information_Retrieval/Retrieval/ftp:##ftp.cs.umd.edu#pub#papers#papers#3643#3643.ps.Z,
1106107,./Information_Retrieval/Retrieval/ftp:##venera.isi.edu#sims#sss95#kuokka.ps.Z,
14759,./Information_Retrieval/Retrieval/http:##www.cs.cmu.edu#afs#cs#user#alex#docs#idvl#bntuw98#mli#bnmli98f.ps,
1107173,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#cb-29.ps.gz,
1107219,./Information_Retrieval/Retrieval/http:##www-cse.ucsd.edu#users#gary#pubs#sncc95.ps,
4535,./Information_Retrieval/Retrieval/http:##www.cs.umass.edu#~xu#sigir96-final.ps,
1056704,./Information_Retrieval/Retrieval/ftp:##ftp.cs.umd.edu#pub#papers#papers#3724#3724.ps.Z,
1108203,./Information_Retrieval/Retrieval/ftp:##ftp.cs.buffalo.edu#pub#tech-reports#96-24.ps.Z,
963374,./Information_Retrieval/Filtering/http:##www-ai.ijs.si#DunjaMladenic#papers#PWW#pwwECAI98yr.ps.gz,
1109309,./Information_Retrieval/Retrieval/ftp:##ftp-pubs.lcs.mit.edu#pub#lcs-pubs#tr.outbox#MIT-LCS-TR-715.ps.gz,
42581,./Information_Retrieval/Retrieval/http:##www.sls.lcs.mit.edu#flammia#flammia97.ps,
1110781,./Encryption_and_Compression/Encryption/ftp:##theory.lcs.mit.edu#pub#tcryptol#98-03.ps,
1111055,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-122.ps,
1111107,./Information_Retrieval/Retrieval/http:##www.cs.jhu.edu#~weiss#winnow.ps,
1014165,./Information_Retrieval/Retrieval/http:##www.cs.cmu.edu#~softagents#webmate#aa98-webmate.ps,
1152634,./Information_Retrieval/Retrieval/ftp:##ftp.cs.umass.edu#pub#techrept#techreport#1996#UM-CS-1996-015.ps,
1112301,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-126.ps,
1112801,./Artificial_Intelligence/NLP/http:##www.cs.rice.edu#~andras#ECAI#kosk.ps,
267643,./Information_Retrieval/Retrieval/http:##www.cs.umd.edu#projects#dimsum#papers#irbuf.ps,
103549,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#cb-16.ps,
1115601,./Information_Retrieval/Retrieval/http:##cbr-www.cs.umass.edu#~daniels#Papers#cb-27.ps,
186007,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-104.ps.gz,
1122824,./Information_Retrieval/Retrieval/http:##www-cse.ucsd.edu#users#gary#pubs#jrank.ps,
653349,./Information_Retrieval/Retrieval/http:##www-db.stanford.edu#~shiva#Pubs#iceberg-full.ps,
1088830,./Information_Retrieval/Retrieval/http:##www-psrg.lcs.mit.edu#ftpdir#papers#sigir97.ps,
1128240,./Artificial_Intelligence/Knowledge_Representation/http:##www.ccs.neu.edu#home#natasha#papers#AAAI-98.ps,
1128240,http:##www.cl.cam.ac.uk:80#ftp#papers#reports#TR291-ksj-jrg-evaluating-nl-systems.ps.gz,
186020,./Information_Retrieval/Retrieval/http:##www.clis.umd.edu#dlrg#filter#sss#papers#sheridan.ps,
939896,./Information_Retrieval/Retrieval/ftp:##ftp.cs.arizona.edu#people#udi#CAS.ps,
977337,./Information_Retrieval/Retrieval/ftp:##ftp.sics.se#pub#SICS-reports#Reports#SICS-T--94-04--SE.ps.Z,
1116900,./Information_Retrieval/Retrieval/http:##www.cs.cmu.edu#~yiming#papers.yy#aij98.ps,
1121151,./Artificial_Intelligence/NLP/http:##www.cs.cornell.edu#home#cardie#papers#scott-a-exam.ps,
1129449,./Information_Retrieval/Retrieval/http:##www.cs.jhu.edu#%7Eweiss#ml-for-ir.ps,
1129951,./Information_Retrieval/Retrieval/http:##www.cs.ucsb.edu#TRs#techreports#TRCS93-21.ps,
1125966,./Information_Retrieval/Retrieval/http:##www.cs.ust.hk#faculty#dlee#Papers#www#tkde.ps,
1127423,./Information_Retrieval/Retrieval/http:##www.dcs.gla.ac.uk#~tombrosa#publications#TR-1997-35.ps.gz,
1116441,./Information_Retrieval/Retrieval/http:##www.erg.sri.com#people#mjw#papers#idist.ps,
1114914,./Information_Retrieval/Retrieval/http:##www.informatik.hu-berlin.de#~lenz#Papers98#fqas.ps.gz,
97302,./Information_Retrieval/Retrieval/http:##www.mli.gmu.edu#~bloedorn#papers#aaai96.ps.gz,
1115732,./Information_Retrieval/Retrieval/http:##www.research.att.com#~wcohen#postscript#aaai-98-ws.ps,
1134671,./Information_Retrieval/Retrieval/http:##www.cs.ucla.edu#~czdemo#tsur#v12.ps,
797093,./Information_Retrieval/Retrieval/http:##www.isi.edu#~cyl#anlp97.ps.gz,
1154468,./Information_Retrieval/Retrieval/ftp:##ftp.cs.columbia.edu#reports#reports-1997#cucs-017-97.ps.gz,
1138998,./Information_Retrieval/Retrieval/http:##www.cs.nyu.edu#cs#projects#proteus#karlgren#nemlap.ps,
1139174,./Information_Retrieval/Retrieval/http:##www.cs.columbia.edu#~zkazi#webdiff#papers#ir.ps.gz,
1140120,./Information_Retrieval/Retrieval/ftp:##ftp.cs.colorado.edu#pub#distribs#Nutt#smallComputers.ps,
1108484,./Information_Retrieval/Retrieval/ftp:##ftp.cs.kun.nl#pub#SoftwEng.InfSyst#articles#FeedbackQBN.ps.Z,
110509,./Information_Retrieval/Retrieval/http:##www.ai.mit.edu#projects#haystack#papers#kramer-thesis.ps.gz,
1152758,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#ir-97.ps.gz,
1152814,./Information_Retrieval/Retrieval/http:##cobar.cs.umass.edu#pubfiles#ir-97.ps.gz,
34018,./Information_Retrieval/Retrieval/http:##roger-rabbit.cs.berkeley.edu#papers#1994#108#VodsDB94.ps,
1119430,./Information_Retrieval/Retrieval/ftp:##ftp-csli.stanford.edu#pub#prosit#papers#schuetze.meaning.ps.Z,
29352,./Operating_Systems/Distributed/http:##www.cs.bu.edu#~best#res#papers#spdp95.ps,
272346,./Information_Retrieval/Retrieval/http:##www.informatik.hu-berlin.de#~cbr-ws#GWCBR98#PAPERS#Lenz.ps.gz,
1154418,./Information_Retrieval/Digital_Library/http:##www.cs.purdue.edu#homes#man#proposal.ps,
1154418,http:##www.cs.washington.edu#homes#marclang#thesis-marc.letter-format.ps.gz,
48847,./Databases/Object_Oriented/ftp:##ftp.umiacs.umd.edu#pub#ONRrept#cikm93.ps,
1105314,./Information_Retrieval/Retrieval/http:##ciir.cs.umass.edu#info#psfiles#irpubs#ir89.ps.gz,
16218,./Information_Retrieval/Extraction/http:##www.cs.cmu.edu#afs#cs#project#theo-11#www#wwkb#webie.ps.gz,
1105107,./Information_Retrieval/Extraction/ftp:##ftp.cs.utexas.edu#pub#mooney#papers#rapier-proposal-97.ps.Z,
41264,./Information_Retrieval/Extraction/http:##www.cs.cmu.edu#afs#cs#project#theo-11#www#wwkb#ling-ie.ps.gz,
41264,http:##www.cs.cornell.edu#Info#People#pierce#papers#iiee.ps,
77782,./Information_Retrieval/Extraction/http:##www.cs.washington.edu#homes#soderlan#aaai-94.ps,
109492,./Information_Retrieval/Extraction/http:##ciir.cs.umass.edu#info#psfiles#tepubs#acm_riloff.ps,
104600,./Information_Retrieval/Extraction/http:##www.cs.columbia.edu#~radev#publication#anlp97.ps,
23536,./Information_Retrieval/Extraction/http:##www.cs.utah.edu#~riloff#psfiles#ijcai-book-chapter.ps,
16212,./Information_Retrieval/Extraction/ftp:##ftp.cs.utexas.edu#pub#mooney#papers#rapier-acl-wkshp-97.ps.Z,
17096,./Information_Retrieval/Extraction/http:##ciir.cs.umass.edu#info#psfiles#tepubs#jair2_soderland.ps,
58707,./Information_Retrieval/Extraction/http:##www.cs.utah.edu#~riloff#psfiles#aaai96.ps,
58710,./Information_Retrieval/Extraction/http:##cobar.cs.umass.edu#pubfiles#soderland_ijcai95.ps,
58710,ftp:##ftp.cs.colorado.edu#pub#techreports#schwartz#Essence.Jour.ps.Z,
183390,./Information_Retrieval/Extraction/http:##www.rd.nacsis.ac.jp#~satoh#CMU-CS-96-205.ps.gz,
141143,./Information_Retrieval/Extraction/ftp:##cl-ftp.dfki.uni-sb.de#pub#papers#local#smes-anlp97.ps.gz,
195057,./Information_Retrieval/Extraction/http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#dayne#www#ps#ms-ie.ps.Z,
814218,./Information_Retrieval/Extraction/http:##www.cs.washington.edu#homes#soderlan#MLJ-WHISK.ps,
824974,./Information_Retrieval/Extraction/http:##cs.nyu.edu#cs#projects#proteus#reports#papers#customization-97.ps,
1152229,./Information_Retrieval/Extraction/http:##www.cs.cmu.edu#afs#cs#project#theo-11#www#wwkb#ms-ie.ps.gz,
1108272,./Information_Retrieval/Extraction/http:##www.ai.sri.com#~kehler#Papers#emnlp97.ps.gz,
850038,./Information_Retrieval/Extraction/http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#theo-11#www#wwkb#overview-aaai98.ps.gz,
1113851,./Information_Retrieval/Extraction/ftp:##ftp.cs.utexas.edu#pub#mooney#papers#textcat.ps.Z,
1123706,./Information_Retrieval/Extraction/http:##www.ai.sri.com#~harabagi#Papers#i3epds.ps.gz,
1129836,./Information_Retrieval/Extraction/http:##www.cs.brandeis.edu#~federica#articles#compounds-kluv.ps,
195056,./Information_Retrieval/Extraction/http:##www.cs.brandeis.edu#~waterman#papers#pacling-final-paper.ps,
963313,./Information_Retrieval/Extraction/http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#theo-11#www#wwkb#aaai-ws-aslog.ps.gz,
277725,./Information_Retrieval/Extraction/http:##www.cs.utah.edu#~riloff#psfiles#nlp-ir-chapter.ps,
1133976,"./Information_Retrieval/Extraction/ftp:##ftp.eecs.umich.edu#people#fessler#ps#95,icassp,zhang.ps.Z",
1139098,./Information_Retrieval/Extraction/http:##www.isi.edu#~muslea#PS#aa99.ps,
1139044,./Information_Retrieval/Extraction/http:##cs.nyu.edu#cs#projects#proteus#reports#papers#adam-coling98.ps,
1152678,./Information_Retrieval/Extraction/http:##www.cs.cmu.edu#afs#cs#project#theo-11#www#kamal#www#papers#webkb-aaai98s.ps.gz,
16219,./Information_Retrieval/Extraction/ftp:##ftp.cs.washington.edu#pub#ai#kushmerick-ijcai97.ps.Z,
791022,./Information_Retrieval/Extraction/http:##www.isi.edu#sims#minton#papers#conald98.ps,
66045,./Information_Retrieval/Extraction/http:##www.isi.edu#sims#naveen#autowrap.ps,
5040,./Information_Retrieval/Filtering/http:##www.research.att.com#~lewis#papers#lewis96b.ps,
4640,./Information_Retrieval/Filtering/http:##robotics.stanford.edu#users#sahami#papers-dir#ml97-hier.ps,
12961,./Information_Retrieval/Filtering/http:##www.cs.cmu.edu#~mccallum#papers#multinomial-aaai98w.ps,
27058,./Information_Retrieval/Filtering/http:##www.cs.cmu.edu#afs#cs#project#theo-11#www#kamal#www#papers#emcat-aaai98s.ps.gz,
5043,./Information_Retrieval/Filtering/http:##www.research.att.com#~lewis#papers#lewis95b.ps,
88355,./Information_Retrieval/Filtering/http:##robotics.stanford.edu#users#sahami#papers-dir#spam.ps,
12950,./Information_Retrieval/Filtering/http:##cobar.cs.umass.edu#pubfiles#ir-78.ps,
1102553,./Information_Retrieval/Filtering/http:##www.cs.berkeley.edu#~soumen#sigmod98.ps,
1109849,./Information_Retrieval/Filtering/http:##www.ai.sri.com#~harabagi#coling-acl98#acl_work#sscot.ps.gz,
1111868,./Information_Retrieval/Filtering/http:##www.cs.cmu.edu#~pvenable#conald.ps,
5044,./Information_Retrieval/Filtering/http:##www.research.att.com#~lewis#papers#lewis97.ps,
1152689,./Information_Retrieval/Filtering/http:##cobar.cs.umass.edu#pubfiles#ir-78.ps.gz,
1153152,./Information_Retrieval/Filtering/http:##ciir.cs.umass.edu#info#psfiles#irpubs#ir-78.ps.gz,
119740,./Information_Retrieval/Filtering/http:##www.cs.iastate.edu#~honavar#Papers#emcsr98.ps,
207746,./Information_Retrieval/Filtering/http:##www.cs.cmu.edu#afs#cs.cmu.edu#user#mccallum#www#papers#clustering-sigir98s.ps.gz,
1137799,./Information_Retrieval/Filtering/http:##www.cs.columbia.edu#~min#papers#verbs.ps.gz,
140045,./Information_Retrieval/Filtering/http:##www-ai.ijs.si#DunjaMladenic#papers#PWW#pwwCONALD98.ps.gz,
6839,./Information_Retrieval/Filtering/http:##cobar.cs.umass.edu#pubfiles#callansigir96a.ps.gz,
1108157,./Information_Retrieval/Filtering/http:##cobar.cs.umass.edu#pubfiles#ir-125.ps,
311328,./Information_Retrieval/Digital_Library/http:##www.cs.columbia.edu#~gravano#Papers#1997#jodl97.ps,
635667,./Information_Retrieval/Digital_Library/ftp:##ftp.eecs.umich.edu#people#wellman#usenix96.ps.Z,
301632,./Information_Retrieval/Digital_Library/http:##http.cs.berkeley.edu#~kopec#kopec-spie96-elib.ps,
1110973,./Information_Retrieval/Digital_Library/ftp:##ftp.cs.umd.edu#pub#papers#papers#3872#3872.ps.Z,
1120440,./Information_Retrieval/Digital_Library/ftp:##ftp.cs.buffalo.edu#pub#tech-reports#95-05.ps.Z,
1130050,./Information_Retrieval/Digital_Library/ftp:##ftp.cs.virginia.edu#pub#techreports#CS-96-20.ps.Z,
1133786,./Information_Retrieval/Digital_Library/http:##ai.eecs.umich.edu#people#jmvidal#papers#umdlsms#umdlsms.ps,
613033,./Information_Retrieval/Digital_Library/http:##www.cs.ucsb.edu#TRs#techreports#TRCS96-03.ps,
796538,./Information_Retrieval/Digital_Library/http:##www.cs.columbia.edu#~gravano#Papers#1997#dl97.ps,
1139853,./Information_Retrieval/Digital_Library/http:##www.cs.virginia.edu#~cyberia#papers#DL98.ps,
612541,./Information_Retrieval/Digital_Library/http:##www.cs.ucsb.edu#~neary#WORK#ijodl.ps,
1140845,./Information_Retrieval/Digital_Library/http:##www.cs.ucsb.edu#~danielw#Papers#spie.ps,
24812,./Information_Retrieval/Digital_Library/ftp:##ftp.eecs.umich.edu#people#durfee#aaaisss95-bdmw.ps.Z,
36031,./Information_Retrieval/Digital_Library/ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-349.ps.Z,
36947,./Information_Retrieval/Digital_Library/http:##www-db.stanford.edu#~sergey#copy.ps,
595415,./Information_Retrieval/Digital_Library/http:##www.cs.columbia.edu#~sdossick#icse.ps.gz,
